SCHOOL_ID,SCHOOL_NAME,STATUS_SY1617,GRADE_CAT_SY1617,GOVERNANCE_SY1617,NETWORK_SY1617,BOUNDARY_SY1617,TA,RA,ANR,RNA,TR,RA/TA,ANR/TA,RA/TR,RNA/TR
610279,TANNER,ACTIVE,ES,Network 12,District,Attendance Area School,346,257,89,322,579,0.7427745665,0.2572254335,0.4438687392,0.5561312608
610281,POWELL,ACTIVE,ES,Network 12,District,Attendance Area School,565,420,145,355,775,0.7433628319,0.2566371681,0.5419354839,0.4580645161
610282,MCNAIR,ACTIVE,ES,AUSL,District,Attendance Area School,399,238,161,346,584,0.5964912281,0.4035087719,0.4075342466,0.5924657534
610284,NEW FIELD,ACTIVE,ES,Network 2,District,Attendance Area School,683,552,131,479,1031,0.8081991215,0.1918008785,0.5354025218,0.4645974782
610290,MAYS,ACTIVE,ES,Network 11,District,Attendance Area School,423,293,130,436,729,0.6926713948,0.3073286052,0.401920439,0.598079561
610291,LEE,ACTIVE,ES,ISP,District,Attendance Area School,849,789,60,163,952,0.9293286219,0.07067137809,0.8287815126,0.1712184874
610293,MELODY,ACTIVE,ES,Network 5,District,Attendance Area School,509,228,281,298,526,0.4479371316,0.5520628684,0.433460076,0.566539924
610295,HIGGINS,ACTIVE,ES,Network 13,District,Attendance Area School,279,181,98,85,266,0.6487455197,0.3512544803,0.6804511278,0.3195488722
610299,KING ES,ACTIVE,ES,Network 11,District,Attendance Area School,235,141,94,194,335,0.6,0.4,0.4208955224,0.5791044776
610300,WESTCOTT,ACTIVE,ES,Network 11,District,Attendance Area School,422,252,170,332,584,0.5971563981,0.4028436019,0.4315068493,0.5684931507
610305,LELAND,ACTIVE,ES,Network 3,District,Attendance Area School,479,358,121,745,1103,0.7473903967,0.2526096033,0.3245693563,0.6754306437
610312,MCDOWELL,ACTIVE,ES,ISP,District,Attendance Area School,171,99,72,130,229,0.5789473684,0.4210526316,0.4323144105,0.5676855895
610313,DE DIEGO,ACTIVE,ES,Network 5,District,Attendance Area School,656,301,355,460,761,0.4588414634,0.5411585366,0.3955321945,0.6044678055
610315,WHITE,ACTIVE,ES,Network 13,District,Attendance Area School,180,145,35,88,233,0.8055555556,0.1944444444,0.6223175966,0.3776824034
610316,EARHART,ACTIVE,ES,Network 12,District,Attendance Area School,250,81,169,43,124,0.324,0.676,0.6532258065,0.3467741935
610317,BRIGHTON PARK,ACTIVE,ES,Network 8,District,Attendance Area School,490,335,155,392,727,0.6836734694,0.3163265306,0.4607977992,0.5392022008
610319,EVERGREEN,ACTIVE,ES,Network 8,District,Attendance Area School,303,266,37,218,484,0.8778877888,0.1221122112,0.5495867769,0.4504132231
610321,MARSHALL MIDDLE,ACTIVE,ES,Network 1,District,Attendance Area School,0,0,0,625,625,#DIV/0!,#DIV/0!,0,1
610323,BOWEN HS,ACTIVE,HS,Network 12,District,Attendance Area School,328,192,136,2345,2537,0.5853658537,0.4146341463,0.07567993693,0.9243200631
610325,LOGANDALE,ACTIVE,ES,Network 4,District,Attendance Area School,777,549,228,337,886,0.7065637066,0.2934362934,0.6196388262,0.3803611738
610329,OROZCO,ACTIVE,ES,Network 7,District,Attendance Area School,568,180,388,120,300,0.3169014085,0.6830985915,0.6,0.4
610339,STAGG,ACTIVE,ES,AUSL,District,Attendance Area School,440,339,101,346,685,0.7704545455,0.2295454545,0.4948905109,0.5051094891
610345,WOODSON,ACTIVE,ES,Network 9,District,Attendance Area School,342,234,108,558,792,0.6842105263,0.3157894737,0.2954545455,0.7045454545
610347,CLAREMONT,ACTIVE,ES,Network 10,District,Attendance Area School,434,245,189,286,531,0.564516129,0.435483871,0.461393597,0.538606403
610352,DURKIN PARK,ACTIVE,ES,Network 10,District,Attendance Area School,712,668,44,80,748,0.9382022472,0.06179775281,0.8930481283,0.1069518717
610353,CALMECA,ACTIVE,ES,Network 8,District,Attendance Area School,807,545,262,306,851,0.6753407683,0.3246592317,0.6404230317,0.3595769683
610355,COURTENAY,ACTIVE,ES,Network 2,District,Attendance Area School,456,188,268,172,360,0.4122807018,0.5877192982,0.5222222222,0.4777777778
610362,EVERS,ACTIVE,ES,Network 11,District,Attendance Area School,316,195,121,158,353,0.6170886076,0.3829113924,0.552407932,0.447592068
610364,DUBOIS,ACTIVE,ES,Network 13,District,Attendance Area School,256,200,56,148,348,0.78125,0.21875,0.5747126437,0.4252873563
610366,WACKER,ACTIVE,ES,Network 11,District,Attendance Area School,289,81,208,58,139,0.2802768166,0.7197231834,0.5827338129,0.4172661871
610367,DEPRIEST,ACTIVE,ES,Network 3,District,Attendance Area School,614,388,226,482,870,0.6319218241,0.3680781759,0.4459770115,0.5540229885
610368,HUGHES L,ACTIVE,ES,Network 13,District,Attendance Area School,486,322,164,306,628,0.6625514403,0.3374485597,0.5127388535,0.4872611465
610369,JACKSON M,ACTIVE,ES,Network 11,District,Attendance Area School,320,156,164,271,427,0.4875,0.5125,0.3653395785,0.6346604215
610383,SOCIAL JUSTICE HS (See LITTLE VILLAGE CAMPUS),ACTIVE,HS,Network 7,District,Attendance Area School,304,0,0,0,0,0,0,#DIV/0!,#DIV/0!
610384,INFINITY HS (See LITTLE VILLAGE CAMPUS),ACTIVE,HS,Network 7,District,Attendance Area School,409,0,0,0,0,0,0,#DIV/0!,#DIV/0!
610385,MULTICULTURAL HS (See LITTLE VILLAGE CAMPUS),ACTIVE,HS,Network 7,District,Attendance Area School,251,0,0,0,0,0,0,#DIV/0!,#DIV/0!
610389,ORR HS,ACTIVE,HS,AUSL,District,Attendance Area School,386,280,106,3687,3967,0.725388601,0.274611399,0.07058230401,0.929417696
610392,WORLD LANGUAGE HS (See LITTLE VILLAGE CAMPUS),ACTIVE,HS,Network 7,District,Attendance Area School,340,0,0,0,0,0,0,#DIV/0!,#DIV/0!
610396,TARKINGTON,ACTIVE,ES,AUSL,District,Attendance Area School,1002,972,30,265,1237,0.9700598802,0.02994011976,0.7857720291,0.2142279709
610518,VOISE HS,ACTIVE,HS,Network 3,District,Attendance Area School,304,105,199,1696,1801,0.3453947368,0.6546052632,0.05830094392,0.9416990561
610523,EDISON PARK,ACTIVE,ES,Network 1,District,Attendance Area School,564,468,96,74,542,0.829787234,0.170212766,0.8634686347,0.1365313653
610532,HERNANDEZ,ACTIVE,ES,Network 8,District,Attendance Area School,1045,1012,33,263,1275,0.9684210526,0.03157894737,0.7937254902,0.2062745098
610533,PRIETO,ACTIVE,ES,ISP,District,Attendance Area School,1010,880,130,415,1295,0.8712871287,0.1287128713,0.6795366795,0.3204633205
610539,CAMRAS,ACTIVE,ES,Network 3,District,Attendance Area School,972,605,367,234,839,0.6224279835,0.3775720165,0.7210965435,0.2789034565
610541,LORCA,ACTIVE,ES,Network 4,District,Attendance Area School,858,782,76,386,1168,0.9114219114,0.08857808858,0.6695205479,0.3304794521
610542,WEST RIDGE,ACTIVE,ES,Network 2,District,Attendance Area School,796,717,79,308,1025,0.9007537688,0.09924623116,0.6995121951,0.3004878049
610543,SOLORIO HS,ACTIVE,HS,AUSL,District,Attendance Area School,1142,831,311,704,1535,0.7276707531,0.2723292469,0.5413680782,0.4586319218
610544,AZUELA,ACTIVE,ES,Network 10,District,Attendance Area School,948,889,59,215,1104,0.9377637131,0.06223628692,0.8052536232,0.1947463768
610559,SHIELDS MIDDLE,ACTIVE,ES,Network 8,District,Attendance Area School,654,614,40,451,1065,0.9388379205,0.06116207951,0.5765258216,0.4234741784
610586,SOUTHEAST,NEW,ES,Network 13,District,Attendance Area School,447,368,79,144,512,0.8232662192,0.1767337808,0.71875,0.28125
610587,DYETT ARTS HS,NEW,HS,Network 9,District,Attendance Area School,149,27,122,189,216,0.1812080537,0.8187919463,0.125,0.875
910392,"LITTLE VILLAGE CAMPUS (Infinity HS, Multicultural HS, Social Justice HS, World Language HS)",ACTIVE,HS,District,Network 7,Attendance Area School,1304,309,995,1596,1905,0.2369631902,0.7630368098,0.1622047244,0.8377952756
400017,ASPIRA - HAUGAN,ACTIVE,ES,Charter,Charter,Charter-Attendance Area School,537,0,537,0,0,0,1,#DIV/0!,#DIV/0!
400031,CICS - WRIGHTWOOD,ACTIVE,ES,Charter,Charter,Charter-Attendance Area School,784,0,784,0,0,0,1,#DIV/0!,#DIV/0!
400032,CICS - ELLISON HS,ACTIVE,HS,Charter,Charter,Charter-Attendance Area School,441,0,441,0,0,0,1,#DIV/0!,#DIV/0!
400034,CICS - NORTHTOWN HS,ACTIVE,HS,Charter,Charter,Charter-Attendance Area School,908,0,908,0,0,0,1,#DIV/0!,#DIV/0!
400052,NOBLE - COMER,ACTIVE,HS,Charter,Charter,Charter-Attendance Area School,1139,0,1139,0,0,0,1,#DIV/0!,#DIV/0!
400057,NOBLE - UIC HS,ACTIVE,HS,Charter,Charter,Charter-Attendance Area School,909,0,909,0,0,0,1,#DIV/0!,#DIV/0!
400075,U OF C - DONOGHUE,ACTIVE,ES,Charter,Charter,Charter-Attendance Area School,546,0,546,0,0,0,1,#DIV/0!,#DIV/0!
400077,U OF C - WOODLAWN HS,ACTIVE,HS,Charter,Charter,Charter-Attendance Area School,622,0,622,0,0,0,1,#DIV/0!,#DIV/0!
400078,U OF C - WOODSON,ACTIVE,ES,Charter,Charter,Charter-Attendance Area School,297,0,297,0,0,0,1,#DIV/0!,#DIV/0!
400082,UNO - FUENTES,ACTIVE,ES,Charter,Charter,Charter-Attendance Area School,558,0,558,0,0,0,1,#DIV/0!,#DIV/0!
400084,UNO - TAMAYO,ACTIVE,ES,Charter,Charter,Charter-Attendance Area School,288,0,288,0,0,0,1,#DIV/0!,#DIV/0!
400097,NOBLE - BULLS HS,ACTIVE,HS,Charter,Charter,Charter-Attendance Area School,1146,0,1146,0,0,0,1,#DIV/0!,#DIV/0!
400113,CICS - CHICAGOQUEST HS,ACTIVE,HS,Charter,Charter,Charter-Attendance Area School,288,0,288,0,0,0,1,#DIV/0!,#DIV/0!
400120,UNO - CLEMENTE,ACTIVE,ES,Charter,Charter,Charter-Attendance Area School,569,0,569,0,0,0,1,#DIV/0!,#DIV/0!
400009,GLOBAL CITIZENSHIP,ACTIVE,ES,Charter,Charter,Citywide,461,0,461,0,0,0,1,#DIV/0!,#DIV/0!
400010,ACE TECH HS,ACTIVE,HS,Charter,Charter,Citywide,385,0,385,0,0,0,1,#DIV/0!,#DIV/0!
400011,LOCKE A,ACTIVE,ES,Charter,Charter,Citywide,550,0,550,0,0,0,1,#DIV/0!,#DIV/0!
400013,ASPIRA - EARLY COLLEGE HS,ACTIVE,HS,Charter,Charter,Citywide,422,0,422,0,0,0,1,#DIV/0!,#DIV/0!
400021,CATALYST - CIRCLE ROCK,ACTIVE,ES,Charter,Charter,Citywide,522,0,522,0,0,0,1,#DIV/0!,#DIV/0!
400022,CHICAGO ARTS HS,ACTIVE,HS,Contract,Contract,Citywide,603,0,603,0,0,0,1,#DIV/0!,#DIV/0!
400023,CICS - AVALON/SOUTH SHORE,ACTIVE,ES,Charter,Charter,Citywide,501,0,501,0,0,0,1,#DIV/0!,#DIV/0!
400024,CICS - BASIL,ACTIVE,ES,Charter,Charter,Citywide,749,0,749,0,0,0,1,#DIV/0!,#DIV/0!
400025,CICS - BUCKTOWN,ACTIVE,ES,Charter,Charter,Citywide,704,0,704,0,0,0,1,#DIV/0!,#DIV/0!
400026,CICS - LOOMIS,ACTIVE,ES,Charter,Charter,Citywide,550,0,550,0,0,0,1,#DIV/0!,#DIV/0!
400027,CICS - IRVING PARK,ACTIVE,ES,Charter,Charter,Citywide,556,0,556,0,0,0,1,#DIV/0!,#DIV/0!
400028,CICS - PRAIRIE,ACTIVE,ES,Charter,Charter,Citywide,420,0,420,0,0,0,1,#DIV/0!,#DIV/0!
400029,CICS - WASHINGTON PARK,ACTIVE,ES,Charter,Charter,Citywide,482,0,482,0,0,0,1,#DIV/0!,#DIV/0!
400030,CICS - WEST BELDEN,ACTIVE,ES,Charter,Charter,Citywide,531,0,531,0,0,0,1,#DIV/0!,#DIV/0!
400033,CICS - LONGWOOD,ACTIVE,HS,Charter,Charter,Citywide,1361,0,1361,0,0,0,1,#DIV/0!,#DIV/0!
400035,CHICAGO MATH & SCIENCE HS,ACTIVE,HS,Charter,Charter,Citywide,600,0,600,0,0,0,1,#DIV/0!,#DIV/0!
400036,CHICAGO VIRTUAL,ACTIVE,HS,Charter,Charter,Citywide,676,0,676,0,0,0,1,#DIV/0!,#DIV/0!
400038,COMMUNITY SERVICES WEST HS,ACTIVE,HS,Options,District,Citywide,0,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,#DIV/0!
400039,ERIE,ACTIVE,ES,Charter,Charter,Citywide,421,0,421,0,0,0,1,#DIV/0!,#DIV/0!
400040,FRAZIER CHARTER,ACTIVE,ES,Charter,Charter,Citywide,428,0,428,0,0,0,1,#DIV/0!,#DIV/0!
400043,HOPE INSTITUTE,ACTIVE,ES,Contract,Contract,Citywide,365,0,365,0,0,0,1,#DIV/0!,#DIV/0!
400044,KIPP - ASCEND,ACTIVE,ES,Charter,Charter,Citywide,883,0,883,0,0,0,1,#DIV/0!,#DIV/0!
400045,NKRUMAH,ACTIVE,ES,Charter,Charter,Citywide,213,0,213,0,0,0,1,#DIV/0!,#DIV/0!
400046,LEARN - BUTLER,ACTIVE,ES,Charter,Charter,Citywide,656,0,656,0,0,0,1,#DIV/0!,#DIV/0!
400047,LEARN - CAMPBELL,ACTIVE,ES,Charter,Charter,Citywide,439,0,439,0,0,0,1,#DIV/0!,#DIV/0!
400048,LEARN - EXCEL,ACTIVE,ES,Charter,Charter,Citywide,451,0,451,0,0,0,1,#DIV/0!,#DIV/0!
400049,LEGACY,ACTIVE,ES,Charter,Charter,Citywide,470,0,470,0,0,0,1,#DIV/0!,#DIV/0!
400050,NAMASTE,ACTIVE,ES,Charter,Charter,Citywide,485,0,485,0,0,0,1,#DIV/0!,#DIV/0!
400051,NOBLE - NOBLE HS,ACTIVE,HS,Charter,Charter,Citywide,636,0,636,0,0,0,1,#DIV/0!,#DIV/0!
400053,NOBLE - GOLDER HS,ACTIVE,HS,Charter,Charter,Citywide,654,0,654,0,0,0,1,#DIV/0!,#DIV/0!
400054,NOBLE - PRITZKER HS,ACTIVE,HS,Charter,Charter,Citywide,1008,0,1008,0,0,0,1,#DIV/0!,#DIV/0!
400055,NOBLE - RAUNER HS,ACTIVE,HS,Charter,Charter,Citywide,649,0,649,0,0,0,1,#DIV/0!,#DIV/0!
400056,NOBLE - ROWE CLARK HS,ACTIVE,HS,Charter,Charter,Citywide,558,0,558,0,0,0,1,#DIV/0!,#DIV/0!
400058,NORTH LAWNDALE - CHRISTIANA HS,ACTIVE,HS,Charter,Charter,Citywide,379,0,379,0,0,0,1,#DIV/0!,#DIV/0!
400059,NORTH LAWNDALE - COLLINS HS,ACTIVE,HS,Charter,Charter,Citywide,404,0,404,0,0,0,1,#DIV/0!,#DIV/0!
400060,AHS - PASSAGES,ACTIVE,ES,Charter,Charter,Citywide,482,0,482,0,0,0,1,#DIV/0!,#DIV/0!
400061,PERSPECTIVES - LEADERSHIP HS,ACTIVE,HS,Charter,Charter,Citywide,481,0,481,0,0,0,1,#DIV/0!,#DIV/0!
400062,PERSPECTIVES - TECH HS,ACTIVE,HS,Charter,Charter,Citywide,381,0,381,0,0,0,1,#DIV/0!,#DIV/0!
400064,PERSPECTIVES - JOSLIN HS,ACTIVE,HS,Charter,Charter,Citywide,394,0,394,0,0,0,1,#DIV/0!,#DIV/0!
400066,PERSPECTIVES - MATH & SCI HS,ACTIVE,HS,Charter,Charter,Citywide,469,0,469,0,0,0,1,#DIV/0!,#DIV/0!
400068,PLATO,ACTIVE,ES,Contract,Contract,Citywide,448,0,448,0,0,0,1,#DIV/0!,#DIV/0!
400069,POLARIS,ACTIVE,ES,Charter,Charter,Citywide,445,0,445,0,0,0,1,#DIV/0!,#DIV/0!
400070,PROLOGUE - EARLY COLLEGE HS,ACTIVE,HS,Options,District,Citywide,0,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,#DIV/0!
400071,PROVIDENCE ENGLEWOOD,ACTIVE,ES,Charter,Charter,Citywide,502,0,502,0,0,0,1,#DIV/0!,#DIV/0!
400072,SHABAZZ - SHABAZZ,ACTIVE,ES,Charter,Charter,Citywide,0,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,#DIV/0!
400076,U OF C - NKO,ACTIVE,ES,Charter,Charter,Citywide,363,0,363,0,0,0,1,#DIV/0!,#DIV/0!
400079,UNO - ZIZUMBO,ACTIVE,ES,Charter,Charter,Citywide,624,0,624,0,0,0,1,#DIV/0!,#DIV/0!
400080,UNO - TORRES,ACTIVE,ES,Charter,Charter,Citywide,614,0,614,0,0,0,1,#DIV/0!,#DIV/0!
400081,UNO - DE LAS CASAS,ACTIVE,ES,Charter,Charter,Citywide,285,0,285,0,0,0,1,#DIV/0!,#DIV/0!
400083,UNO - PAZ,ACTIVE,ES,Charter,Charter,Citywide,384,0,384,0,0,0,1,#DIV/0!,#DIV/0!
400085,UNO - GARCIA HS,ACTIVE,HS,Charter,Charter,Citywide,624,0,624,0,0,0,1,#DIV/0!,#DIV/0!
400086,URBAN PREP - ENGLEWOOD HS,ACTIVE,HS,Charter,Charter,Citywide,325,0,325,0,0,0,1,#DIV/0!,#DIV/0!
400087,YOUNG WOMENS HS,ACTIVE,HS,Charter,Charter,Citywide,248,0,248,0,0,0,1,#DIV/0!,#DIV/0!
400089,UNO - MARQUEZ,ACTIVE,ES,Charter,Charter,Citywide,575,0,575,0,0,0,1,#DIV/0!,#DIV/0!
400091,CHICAGO TECH HS,ACTIVE,HS,Contract,Contract,Citywide,272,0,272,0,0,0,1,#DIV/0!,#DIV/0!
400092,CICS - BOND,ACTIVE,ES,Charter,Charter,Citywide,341,0,341,0,0,0,1,#DIV/0!,#DIV/0!
400094,EPIC HS,ACTIVE,HS,Charter,Charter,Citywide,501,0,501,0,0,0,1,#DIV/0!,#DIV/0!
400096,ROWE,ACTIVE,ES,Charter,Charter,Citywide,946,0,946,0,0,0,1,#DIV/0!,#DIV/0!
400098,NOBLE - MUCHIN HS,ACTIVE,HS,Charter,Charter,Citywide,946,0,946,0,0,0,1,#DIV/0!,#DIV/0!
400101,UNO - CISNEROS,ACTIVE,ES,Charter,Charter,Citywide,545,0,545,0,0,0,1,#DIV/0!,#DIV/0!
400102,URBAN PREP - WEST HS,ACTIVE,HS,Charter,Charter,Citywide,271,0,271,0,0,0,1,#DIV/0!,#DIV/0!
400104,INSTITUTO - HEALTH,ACTIVE,HS,Charter,Charter,Citywide,759,0,759,0,0,0,1,#DIV/0!,#DIV/0!
400105,URBAN PREP - BRONZEVILLE HS,ACTIVE,HS,Charter,Charter,Citywide,365,0,365,0,0,0,1,#DIV/0!,#DIV/0!
400106,NOBLE - JOHNSON HS,ACTIVE,HS,Charter,Charter,Citywide,864,0,864,0,0,0,1,#DIV/0!,#DIV/0!
400107,LEARN - SOUTH CHICAGO,ACTIVE,ES,Charter,Charter,Citywide,493,0,493,0,0,0,1,#DIV/0!,#DIV/0!
400109,PROLOGUE - JOHNSTON HS,ACTIVE,HS,Options,Charter,Citywide,0,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,#DIV/0!
400111,LEARN - PERKINS,ACTIVE,ES,Charter,Charter,Citywide,497,0,497,0,0,0,1,#DIV/0!,#DIV/0!
400112,UNO - SOCCER ELEM,ACTIVE,ES,Charter,Charter,Citywide,576,0,576,0,0,0,1,#DIV/0!,#DIV/0!
400114,UNO - SANTIAGO,ACTIVE,ES,Charter,Charter,Citywide,280,0,280,0,0,0,1,#DIV/0!,#DIV/0!
400115,CATALYST - MARIA,ACTIVE,ES,Charter,Charter,Citywide,1107,0,1107,0,0,0,1,#DIV/0!,#DIV/0!
400116,MONTESSORI ENGLEWOOD,ACTIVE,ES,Charter,Charter,Citywide,293,0,293,0,0,0,1,#DIV/0!,#DIV/0!
400117,NOBLE - HANSBERRY HS,ACTIVE,HS,Charter,Charter,Citywide,709,0,709,0,0,0,1,#DIV/0!,#DIV/0!
400118,NOBLE - DRW HS,ACTIVE,HS,Charter,Charter,Citywide,545,0,545,0,0,0,1,#DIV/0!,#DIV/0!
400119,LEGAL PREP HS,ACTIVE,HS,Charter,Charter,Citywide,306,0,306,0,0,0,1,#DIV/0!,#DIV/0!
400121,UNO - ROGERS PARK,ACTIVE,ES,Charter,Charter,Citywide,736,0,736,0,0,0,1,#DIV/0!,#DIV/0!
400123,YCCS - SCHOLASTIC ACHIEVEMENT,ACTIVE,HS,Options,Charter,Citywide,193,0,193,0,0,0,1,#DIV/0!,#DIV/0!
400124,YCCS - MCKINLEY,ACTIVE,HS,Options,Charter,Citywide,214,0,214,0,0,0,1,#DIV/0!,#DIV/0!
400125,YCCS - ASPIRA PANTOJA,ACTIVE,HS,Options,Charter,Citywide,200,0,200,0,0,0,1,#DIV/0!,#DIV/0!
400126,YCCS - ASSOCIATION HOUSE,ACTIVE,HS,Options,Charter,Citywide,170,0,170,0,0,0,1,#DIV/0!,#DIV/0!
400127,YCCS - AUSTIN CAREER,ACTIVE,HS,Options,Charter,Citywide,148,0,148,0,0,0,1,#DIV/0!,#DIV/0!
400128,YCCS - CCA ACADEMY,ACTIVE,HS,Options,Charter,Citywide,221,0,221,0,0,0,1,#DIV/0!,#DIV/0!
400129,YCCS - HOUSTON,ACTIVE,HS,Options,Charter,Citywide,186,0,186,0,0,0,1,#DIV/0!,#DIV/0!
400130,YCCS - YOUTH DEVELOPMENT,ACTIVE,HS,Options,Charter,Citywide,187,0,187,0,0,0,1,#DIV/0!,#DIV/0!
400131,YCCS - CAMPOS,ACTIVE,HS,Options,Charter,Citywide,200,0,200,0,0,0,1,#DIV/0!,#DIV/0!
400133,YCCS - INNOVATIONS,ACTIVE,HS,Options,Charter,Citywide,450,0,450,0,0,0,1,#DIV/0!,#DIV/0!
400134,YCCS - ADDAMS,ACTIVE,HS,Options,Charter,Citywide,211,0,211,0,0,0,1,#DIV/0!,#DIV/0!
400135,YCCS - LATINO YOUTH,ACTIVE,HS,Options,Charter,Citywide,221,0,221,0,0,0,1,#DIV/0!,#DIV/0!
400136,YCCS - OLIVE HARVEY,ACTIVE,HS,Options,Charter,Citywide,127,0,127,0,0,0,1,#DIV/0!,#DIV/0!
400137,LITTLE BLACK PEARL HS,ACTIVE,HS,Options,Contract,Citywide,134,0,134,0,0,0,1,#DIV/0!,#DIV/0!
400139,YCCS - SULLIVAN,ACTIVE,HS,Options,Charter,Citywide,340,0,340,0,0,0,1,#DIV/0!,#DIV/0!
400141,YCCS - TRUMAN,ACTIVE,HS,Options,Charter,Citywide,207,0,207,0,0,0,1,#DIV/0!,#DIV/0!
400143,YCCS - WEST TOWN,ACTIVE,HS,Options,Charter,Citywide,161,0,161,0,0,0,1,#DIV/0!,#DIV/0!
400144,YCCS - WESTSIDE HOLISTIC,ACTIVE,HS,Options,Charter,Citywide,132,0,132,0,0,0,1,#DIV/0!,#DIV/0!
400145,YCCS - YOUTH CONNECTION,ACTIVE,HS,Options,Charter,Citywide,260,0,260,0,0,0,1,#DIV/0!,#DIV/0!
400146,KIPP CHICAGO - CREATE,ACTIVE,ES,Charter,Charter,Citywide,305,0,305,0,0,0,1,#DIV/0!,#DIV/0!
400147,CAMELOT - CHICAGO EXCEL HS,ACTIVE,HS,Options,Contract,Citywide,252,0,252,0,0,0,1,#DIV/0!,#DIV/0!
400148,INSTITUTO - LOZANO HS,ACTIVE,HS,Options,Charter,Citywide,97,0,97,0,0,0,1,#DIV/0!,#DIV/0!
400149,UNO - SOCCER HS,ACTIVE,HS,Charter,Charter,Citywide,630,0,630,0,0,0,1,#DIV/0!,#DIV/0!
400150,YCCS - CHATHAM,ACTIVE,HS,Options,Charter,Citywide,192,0,192,0,0,0,1,#DIV/0!,#DIV/0!
400151,LEARN - 7,ACTIVE,ES,Charter,Charter,Citywide,360,0,360,0,0,0,1,#DIV/0!,#DIV/0!
400153,UNO - BRIGHTON PARK,ACTIVE,ES,Charter,Charter,Citywide,573,0,573,0,0,0,1,#DIV/0!,#DIV/0!
400156,NOBLE - BUTLER HS,ACTIVE,HS,Charter,Charter,Citywide,615,0,615,0,0,0,1,#DIV/0!,#DIV/0!
400157,NOBLE - BAKER HS,ACTIVE,HS,Charter,Charter,Citywide,391,0,391,0,0,0,1,#DIV/0!,#DIV/0!
400159,CHRISTOPHER HOUSE,ACTIVE,ES,Charter,Charter,Citywide,277,0,277,0,0,0,1,#DIV/0!,#DIV/0!
400161,CHICAGO COLLEGIATE,ACTIVE,HS,Charter,Charter,Citywide,315,0,315,0,0,0,1,#DIV/0!,#DIV/0!
400162,INTRINSIC HS,ACTIVE,HS,Charter,Charter,Citywide,989,0,989,0,0,0,1,#DIV/0!,#DIV/0!
400163,KIPP CHICAGO - BLOOM,ACTIVE,ES,Charter,Charter,Citywide,324,0,324,0,0,0,1,#DIV/0!,#DIV/0!
400164,INSTITUTO - LOZANO MASTERY HS,ACTIVE,HS,Options,Charter,Citywide,34,0,34,0,0,0,1,#DIV/0!,#DIV/0!
400165,LEARN - MIDDLE,ACTIVE,ES,Charter,Charter,Citywide,291,0,291,0,0,0,1,#DIV/0!,#DIV/0!
400167,HORIZON - SOUTHWEST,ACTIVE,ES,Charter,Charter,Citywide,668,0,668,0,0,0,1,#DIV/0!,#DIV/0!
400168,GREAT LAKES,ACTIVE,ES,Charter,Charter,Citywide,251,0,251,0,0,0,1,#DIV/0!,#DIV/0!
400169,NOBLE - ITW SPEER HS,ACTIVE,HS,Charter,Charter,Citywide,818,0,818,0,0,0,1,#DIV/0!,#DIV/0!
400170,NOBLE - ACADEMY HS,ACTIVE,HS,Charter,Charter,Citywide,346,0,346,0,0,0,1,#DIV/0!,#DIV/0!
400171,FOUNDATIONS,ACTIVE,HS,Charter,Charter,Citywide,212,0,212,0,0,0,1,#DIV/0!,#DIV/0!
400172,ASPIRA - BUSINESS & FINANCE HS,ACTIVE,HS,Charter,Charter,Citywide,335,0,335,0,0,0,1,#DIV/0!,#DIV/0!
400173,PATHWAYS - BRIGHTON PARK HS,ACTIVE,HS,Options,ALOP,Citywide,353,0,353,0,0,0,1,#DIV/0!,#DIV/0!
400175,CAMELOT - EXCEL WOODLAWN HS,ACTIVE,HS,Options,Contract,Citywide,219,0,219,0,0,0,1,#DIV/0!,#DIV/0!
400176,CAMELOT - EXCEL SOUTHWEST HS,ACTIVE,HS,Options,Contract,Citywide,190,0,190,0,0,0,1,#DIV/0!,#DIV/0!
400178,MOVING EVEREST,ACTIVE,ES,Charter,Charter,Citywide,273,0,273,0,0,0,1,#DIV/0!,#DIV/0!
609676,DUNBAR HS,ACTIVE,HS,Network 9,District,Citywide,561,0,561,0,0,0,1,#DIV/0!,#DIV/0!
609678,JONES HS,ACTIVE,HS,ISP,District,Citywide,1819,0,1819,0,0,0,1,#DIV/0!,#DIV/0!
609679,PROSSER HS,ACTIVE,HS,Network 3,District,Citywide,1377,0,1377,0,0,0,1,#DIV/0!,#DIV/0!
609680,PAYTON HS,ACTIVE,HS,ISP,District,Citywide,979,0,979,0,0,0,1,#DIV/0!,#DIV/0!
609692,SIMEON HS,ACTIVE,HS,Network 11,District,Citywide,1323,0,1323,0,0,0,1,#DIV/0!,#DIV/0!
609693,WESTINGHOUSE HS,ACTIVE,HS,Network 5,District,Citywide,1150,0,1150,0,0,0,1,#DIV/0!,#DIV/0!
609694,HANCOCK HS,ACTIVE,HS,Network 8,District,Citywide,892,147,745,205,352,0.1647982063,0.8352017937,0.4176136364,0.5823863636
609720,LANE TECH HS,ACTIVE,HS,Network 4,District,Citywide,4195,0,4195,0,0,0,1,#DIV/0!,#DIV/0!
609726,BROOKS HS,ACTIVE,HS,Network 13,District,Citywide,916,0,916,0,0,0,1,#DIV/0!,#DIV/0!
