SCHOOL ID (R-C-D-T-S),"SCHOOL TYPE CODE (0,1,2,C)",SCHOOL NAME,DISTRICT NAME,CITY,COUNTY ,"DISTRICT TYPE CODE (0,1,2,9)","DISTRICT SIZE CODE (1,2,...8,9)",DISTRICT TYPE NAME,DISTRICT SIZE NAME,SCHOOL TYPE NAME,GRADES IN SCHOOL,SCHOOL - WHITE %,SCHOOL - BLACK %,SCHOOL - HISPANIC %,SCHOOL - ASIAN %,SCHOOL - NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER %,SCHOOL - NATIVE AMERICAN %,SCHOOL - TWO OR MORE RACES %,SCHOOL TOTAL ENROLLMENT,DISTRICT - WHITE %,DISTRICT - BLACK %,DISTRICT - HISPANIC %,DISTRICT - ASIAN %,DISTRICT - NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER %,DISTRICT - NATIVE AMERICAN %,DISTRICT - TWO OR MORE RACES %,DISTRICT TOTAL ENROLLMENT
150162990252773,2,Garvey  M Elem School            ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,98.7,0.9,0,0,0,0.4,234,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252775,2,Joplin Elem School               ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,98.5,0.7,0.2,0.2,0.2,0,403,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252783,2,Cardenas Elem School             ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3                     ,0.3,3.6,95.3,0.3,0,0.2,0.3,611,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252785,2,Powell Elem Paideia Comm Academy ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,0,97.5,2.3,0.2,0,0,0,563,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252799,2,Curtis Elem School               ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,95,4.3,0,0,0,0.7,556,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252800,2,Beasley Elem Magnet Academic Ctr ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.4,96.9,1.8,0.1,0.1,0.3,0.4,"1,337",10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252802,2,Mays Elem Academy                ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.2,98.8,0.7,0.2,0,0,0,409,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252804,2,Metcalfe Elem Community Academy  ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,99.5,0.2,0,0.2,0,0,405,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252805,2,Decatur Classical Elem School    ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,42.5,4.1,12.7,33.2,0.3,0,7.2,292,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252806,2,Kanoon Elem Magnet School        ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.2,0.8,98.9,0,0,0.2,0,658,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252807,2,Randolph Elem School             ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.2,91,8.8,0,0,0,0,501,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252809,2,Poe Elem Classical School        ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,2.3,91.1,4.2,0.9,0,0,1.4,214,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252811,2,Gunsaulus Elem Scholastic Academy,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,1,3.6,91.5,2.3,0.1,0.6,0.9,797,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252823,2,Ninos Heroes Elem Academic Ctr   ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.3,82.2,17.3,0,0,0,0.3,359,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252825,2,De Diego Elem Community Academy  ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,2.4,23.7,71.6,0.9,0,0.2,1.2,654,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252826,2,Turner-Drew Elem Language Academy,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,0,97.7,2.3,0,0,0,0,262,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252828,2,Sabin Elem Magnet School         ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,1.8,22.2,73.4,1.2,0,0.7,0.7,598,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252829,2,Saucedo Elem Scholastic Academy  ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.5,1.9,97.1,0,0,0.5,0.1,"1,078",10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252837,2,Daley Elem Academy               ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.5,9.2,89.9,0,0,0.2,0.2,606,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252838,2,Madero Middle School             ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,6 7 8                          ,0.3,0.3,99.1,0,0,0.3,0,336,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252842,2,Orozco Elem Fine Arts & Sciences ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.7,1.4,97.3,0.2,0,0.4,0,564,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252844,2,Morton Elem Career Academy       ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.5,91.3,7.9,0,0,0,0.3,381,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252850,2,Albany Park Multicultural Elem   ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,7 8                            ,6.1,4.3,78,10.1,0,0,1.4,277,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252855,2,South Loop Elem School           ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,26.5,42.3,9.7,12.8,2.1,2.1,4.6,775,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252856,2,Lenart Elem Regional Gifted Ctr  ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,13.1,57.6,6.4,16.3,1.1,0.7,4.9,283,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252862,2,Casals Elem School               ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.7,45.9,53,0,0,0,0.4,453,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252864,2,Perez Elem School                ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.6,1.9,96.5,1,0,0,0,311,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252867,2,Ruiz Elem School                 ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,2.2,1,95.4,0.1,0.4,0.5,0.3,768,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252870,2,Brighton Park Elem School        ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,1.6,1.9,93.8,2.1,0,0.6,0,486,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252873,2,Evergreen Academy Elem School    ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,6 7 8                          ,4.3,1,92.1,2,0,0.3,0.3,302,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252876,2,Carson Elem School               ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.4,3.1,95.9,0,0,0.6,0,"1,081",10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252877,2,McAuliffe Elem School            ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,2,4.2,92.9,0,0,0.1,0.8,756,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252878,2,Galileo Elem Math & Sci Schol Acd,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,6.8,23.4,62.7,3.8,0.5,0,2.8,576,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252881,2,Logandale Middle School          ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,2,6,90.4,0.4,0.5,0.4,0.4,769,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252886,2,Chavez Elem Multicultural Acad Ct,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.6,3,95.5,0,0,0.6,0.3,970,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252889,2,Jordan Elem Community School     ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,2.8,31.5,62.7,1.4,0.6,0.2,0.8,504,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252892,2,Kellman Corporate Community Elem ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,99.4,0,0,0,0.6,0,346,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252893,2,Finkl Elem School                ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,3.1,12.5,80.1,0.2,0,0,4.1,417,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252895,2,Ariel Elem Community Academy     ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.2,97.4,1.4,0,0.2,0.2,0.6,504,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252896,2,Little Village Elem School       ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.1,0.6,99,0,0,0.2,0,835,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252897,2,Zapata Elem Academy              ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.5,0,99.5,0,0,0,0,831,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252898,2,Ortiz De Dominguez Elem School   ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2                       ,0.3,0.3,99,0,0,0.3,0,592,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252900,2,Lara Elem Academy                ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.9,3.6,95.5,0,0,0,0,468,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252901,2,Telpochcalli Elem School         ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,1.7,97.6,0,0,0,0.7,286,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252902,2,Wells Preparatory Elem Academy   ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,94.8,1.3,0,0,0.3,3.6,385,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252903,2,Woodlawn Elem Community School   ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6               ,0,98.4,1.6,0,0,0,0,193,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252904,2,Christopher Elem School          ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,5.9,16.4,76.5,0.5,0.3,0.3,0.3,391,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252908,2,West Park Elem Academy           ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.3,25,74.2,0.2,0,0.3,0,636,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252912,2,Marine Leadership Academy - Ames ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,7 8 9 10 11 12                 ,0.6,6.9,91.8,0.2,0,0.1,0.4,838,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252913,2,Fairfield Elem Academy           ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.7,25.9,72.3,0,0,0.7,0.3,582,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252914,2,Sandoval Elem School             ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5                 ,1.1,0.8,97,0.3,0,0.6,0.2,"1,014",10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252915,2,Northwest Middle School          ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,6 7 8                          ,1.8,3.5,94.1,0,0.2,0.2,0.2,490,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252916,2,Hampton Elem Fine & Perf Arts Sch,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,0.5,45,53.1,0,0,0.9,0.5,556,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252918,2,Colemon J Elem Academy           ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,92.8,6,0.8,0,0,0.4,250,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252919,2,Columbia Explorers Elem Academy  ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,1.3,0.5,97.3,0.2,0,0.3,0.3,"1,153",10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252920,2,Chicago Academy Elem School      ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,22.9,2.5,69.3,3,0.5,0.2,1.5,597,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252921,2,Courtenay Elem Language Arts Ctr ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,9,49.4,33.2,5,0.7,0.5,2.3,443,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252922,2,Ashburn Community Elem School    ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.2,84.7,13.3,0,0,0.2,1.6,503,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252923,2,Belmont-Cragin Elem School       ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,2.9,3.6,92.4,0,0,0.4,0.7,550,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252924,2,National Teachers Elem Academy   ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,5.6,81.5,7.1,3.3,0.1,0.4,2,701,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252926,2,Talman Elem School               ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.5,1.6,97.9,0,0,0,0,435,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252930,2,New Field Elem School            ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4                   ,9.4,28.4,48.8,10.6,0.1,0.9,1.8,672,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252933,2,Durkin Park Elem School          ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,4.1,12.2,82,0,0,0.1,1.6,704,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252934,2,Calmeca Acad Elem School         ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.9,1.4,96.3,1.2,0.1,0,0.1,803,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252935,2,North River Elem School          ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,4,1.6,90.3,0.9,1.2,0.9,0.9,321,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252936,2,Claremont Academy Elem School    ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.7,83.7,13.8,0,1.4,0,0.5,429,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252937,2,Doolittle Elem School            ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,98.9,0.7,0,0,0,0.4,283,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252941,2,Suder Montessori Elem Magnet Schl,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,16.5,61.1,12.8,5.2,0.5,0.7,3.2,406,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252943,2,Tarkington Elem School           ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.5,20.3,78.5,0.1,0,0.4,0.2,"1,001",10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252945,2,Frazier Perspectives Magnet ES   ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,0,96.8,2.4,0,0,0,0.8,248,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252949,2,Disney II Elem School            ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6               ,43.8,8.7,38.6,5.4,0.7,0.7,2.1,427,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252951,2,Plato Learning Acad  Elem School ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,0.2,98.2,1.6,0,0,0,0,446,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252953,2,Edison Park Elem School          ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,70.1,0.9,22,5.7,0.2,0.2,0.9,559,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252954,2,Davis M Magnet Elem School       ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,0,93.1,6.5,0,0,0,0.4,261,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252955,2,LaSalle II Lang Acad Elem Sch    ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,30.6,20,40.7,3.2,0.5,0.2,4.8,589,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252958,2,Prieto Math-Science Elem Sch     ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0.7,3.1,95.8,0.1,0.1,0.2,0,"1,007",10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252959,2,Skinner North Elem Sch           ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,40.4,12.7,11.7,29.3,0.4,0,5.5,488,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252960,2,South Shore Fine Arts Elem Sch   ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,0,97.1,1.6,0,0,0.2,1.1,445,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252961,2,Hope Inst Lrning Acad Elem School,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5                    ,1.9,92.2,5,0,0,0.3,0.6,360,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252963,2,Camras Elem School               ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,5.6,1.6,89.5,2.2,0.1,0.7,0.3,962,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252964,2,Garcia Lorca Elem School         ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,5,1.4,93,0.1,0,0.1,0.4,845,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252965,2,West Ridge Elem School           ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,34.8,5.9,21.1,35.7,0.8,0.5,1.1,795,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252966,2,Azuela Elem School               ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,2.4,0.4,96,0.3,0,0.7,0.1,940,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252967,2,STEM Magnet Academy Elem         ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6 7 8              ,15,33.9,27.2,20.9,0.9,0.2,2,460,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252968,2,Shields Middle School            ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,5 6 7 8                        ,1.2,1.5,96.3,0.3,0.2,0.5,0,649,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252969,2,Southeast Area Elementary School ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,1.6,2.1,95.4,0,0,0.9,0,434,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
150162990252970,2,Richardson Middle School         ,City of Chicago SD 299           ,Chicago          ,Cook       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,5 6 7 8                        ,3,1,94.3,0.4,0,1,0.3,922,10,37.6,46.4,3.9,0.2,0.3,1.5,"382,929"
15016900025201C,C,Horizon Science Acad-McKinley Pk ,Horizon Science Acad-McKinley Pk ,Chicago          ,Cook       ,2,8,UNIT       ,MEDIUM,CHARTER SCH,K 1 2 3 4 5 6 7 8 9 10 11      ,6.5,4.6,82.6,1.2,0,0,5.1,725,6.5,4.6,82.6,1.2,0,0,5.1,725
