SCHOOL ID (R-C-D-T-S),"SCHOOL TYPE CODE (0,1,2,C)",SCHOOL NAME,DISTRICT NAME,CITY,COUNTY ,"DISTRICT TYPE CODE (0,1,2,9)","DISTRICT SIZE CODE (1,2,...8,9)",DISTRICT TYPE NAME,DISTRICT SIZE NAME,SCHOOL TYPE NAME,GRADES IN SCHOOL,SCHOOL - WHITE %,SCHOOL - BLACK %,SCHOOL - HISPANIC %,SCHOOL - ASIAN %,SCHOOL - NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER %,SCHOOL - NATIVE AMERICAN %,SCHOOL - TWO OR MORE RACES %,SCHOOL TOTAL ENROLLMENT,DISTRICT - WHITE %,DISTRICT - BLACK %,DISTRICT - HISPANIC %,DISTRICT - ASIAN %,DISTRICT - NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER %,DISTRICT - NATIVE AMERICAN %,DISTRICT - TWO OR MORE RACES %,DISTRICT TOTAL ENROLLMENT
10010010260001,0,Seymour High School              ,Payson CUSD 1                    ,Payson           ,Adams      ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,97.8,0.4,0.4,0,0,0,1.3,226,95.8,0.4,0.2,0,0,0,3.6,554
10010010262002,2,Seymour Elementary School        ,Payson CUSD 1                    ,Payson           ,Adams      ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6               ,94.5,0.3,0,0,0,0,5.2,328,95.8,0.4,0.2,0,0,0,3.6,554
10010020260001,0,Liberty High School              ,Liberty CUSD 2                   ,Liberty          ,Adams      ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,98.2,0.7,0.4,0,0,0,0.7,277,97,0.5,0.2,0,0,0,2.4,594
10010020262002,2,Liberty Elementary School        ,Liberty CUSD 2                   ,Liberty          ,Adams      ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6               ,95.9,0.3,0,0,0,0,3.8,316,97,0.5,0.2,0,0,0,2.4,594
10010030260001,0,Central High School              ,Central CUSD 3                   ,Camp Point       ,Adams      ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.7,0,0,0,0.4,0,2.9,241,97.3,0.1,0,0,0.1,0,2.5,856
10010030261001,1,Central Junior High School       ,Central CUSD 3                   ,Camp Point       ,Adams      ,2,8,UNIT       ,MEDIUM,MIDDLE SCHL,5 6 7 8                        ,97.1,0.4,0,0,0,0,2.5,277,97.3,0.1,0,0,0.1,0,2.5,856
10010030262003,2,Central Elementary Grade School  ,Central CUSD 3                   ,Camp Point       ,Adams      ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2                       ,98.5,0,0,0,0,0,1.5,204,97.3,0.1,0,0,0.1,0,2.5,856
10010030262008,2,Central 3-4 Middle School        ,Central CUSD 3                   ,Golden           ,Adams      ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,3 4                            ,97,0,0,0,0,0,3,134,97.3,0.1,0,0,0.1,0,2.5,856
10010040260001,0,Unity High School                ,CUSD 4                           ,Mendon           ,Adams      ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.4,0.4,1.3,0,0,0,0.9,228,96.6,0.7,1.9,0.1,0,0,0.6,680
10010040262006,2,Unity Elementary School          ,CUSD 4                           ,Mendon           ,Adams      ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3                     ,94.6,2,2.9,0,0,0,0.5,205,96.6,0.7,1.9,0.1,0,0,0.6,680
10010040262007,2,Unity Middle School              ,CUSD 4                           ,Mendon           ,Adams      ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,4 5 6 7 8                      ,97.6,0,1.6,0.4,0,0,0.4,247,96.6,0.7,1.9,0.1,0,0,0.6,680
10011720220003,0,Quincy Sr High School            ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,84.6,7.5,2.6,0.6,0,0.1,4.6,"1,873",79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10011720221003,1,Quincy Jr High School            ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,MIDDLE SCHL,6 7 8                          ,79.4,10.7,2.2,1.2,0.1,0.4,6.1,"1,388",79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10011720222004,2,Adams Elementary School          ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3                        ,77.7,8.5,2.3,0.6,0,0.3,10.7,355,79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10011720222006,2,Dewey Elementary School          ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3                        ,79.4,11.6,2.1,0,0,0.4,6.4,233,79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10011720222007,2,Ellington Elementary School      ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3                        ,80.3,5.5,3.5,1,1.6,0.3,7.7,310,79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10011720222008,2,Berrian School                   ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3                        ,69.1,19.9,4.2,0,0,0.5,6.3,191,79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10011720222009,2,Madison School                   ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3                        ,83.1,4.5,2.5,2.3,0,0,7.6,354,79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10011720222016,2,Monroe Elementary School         ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3                        ,85,3.8,2.5,1.7,0,0,7.1,240,79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10011720222017,2,Washington Elementary School     ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3                        ,52.8,28.8,3.5,0.4,0,0,14.4,229,79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10011720222019,2,Baldwin Intermediate             ,Quincy SD 172                    ,Quincy           ,Adams      ,2,9,UNIT       ,LARGE ,ELEMENTARY ,4 5                            ,77,11.2,3.6,1.1,0,0.2,7,"1,003",79.3,10.2,2.7,0.9,0.1,0.2,6.6,"6,757"
10050010260001,0,Brown County High School         ,Brown County CUSD 1              ,Mount Sterling   ,Brown      ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.2,0,1.1,0.5,0,0.5,1.6,184,96,0.1,2,0.1,0,0.3,1.5,744
10050010261002,1,Brown County Middle School       ,Brown County CUSD 1              ,Mt Sterling      ,Brown      ,2,8,UNIT       ,MEDIUM,MIDDLE SCHL,5 6 7 8                        ,95.5,0,2.7,0,0,0.5,1.4,222,96,0.1,2,0.1,0,0.3,1.5,744
10050010262002,2,Brown County Elementary School   ,Brown County CUSD 1              ,Mount Sterling   ,Brown      ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4                   ,96,0.3,2.1,0,0,0,1.5,327,96,0.1,2,0.1,0,0.3,1.5,744
10090150260007,0,Beardstown Jr/Sr High School     ,Beardstown CUSD 15               ,Beardstown       ,Cass       ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,5 6 7 8 9 10 11 12             ,38.4,8.9,50.2,0.5,0,0,1.9,838,36.6,10.4,50.6,0.5,0,0.1,1.7,"1,546"
10090150262003,2,Gard Elementary School           ,Beardstown CUSD 15               ,Beardstown       ,Cass       ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,K 1 2 3 4                      ,32.6,11.3,53.6,0.4,0,0.2,1.9,524,36.6,10.4,50.6,0.5,0,0.1,1.7,"1,546"
10090640260003,0,Virginia Jr/ Sr High School      ,Virginia CUSD 64                 ,Virginia         ,Cass       ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,94.9,0,4.3,0,0,0,0.7,138,94.9,0.3,2.7,0,0,0,2,294
10090640262001,2,Virginia Elem School             ,Virginia CUSD 64                 ,Virginia         ,Cass       ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5                 ,94.9,0.6,1.3,0,0,0,3.2,156,94.9,0.3,2.7,0,0,0,2,294
10092620260002,0,A-C Central High School          ,A-C Central CUSD 262             ,Ashland          ,Cass       ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,92.7,2.9,2.9,0,0,0,1.5,137,94.4,1.3,2.7,0,0,0,1.6,445
10092620261002,1,A-C Central Middle School        ,A-C Central CUSD 262             ,Ashland          ,Cass       ,2,7,UNIT       ,SMALL ,MIDDLE SCHL,5 6 7 8                        ,99.2,0,0.8,0,0,0,0,133,94.4,1.3,2.7,0,0,0,1.6,445
10092620262001,2,A-C Central Elementary School    ,A-C Central CUSD 262             ,Chandlerville    ,Cass       ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4                   ,91.8,1.2,4.1,0,0,0,2.9,170,94.4,1.3,2.7,0,0,0,1.6,445
10690010260001,0,Franklin Jr/Sr High School       ,Franklin CUSD 1                  ,Franklin         ,Morgan     ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,94,0,0.7,0,0,0.7,4.6,151,95.3,0,0.7,0,0,0.7,3.4,298
10690010262004,2,Alexander Elem School            ,Franklin CUSD 1                  ,Alexander        ,Morgan     ,2,7,UNIT       ,SMALL ,ELEMENTARY ,2 3 4 5                        ,97.8,0,0,0,0,1.1,1.1,90,95.3,0,0.7,0,0,0.7,3.4,298
10690010262005,2,Franklin East Grade School       ,Franklin CUSD 1                  ,Franklin         ,Morgan     ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1                         ,94.7,0,1.8,0,0,0,3.5,57,95.3,0,0.7,0,0,0.7,3.4,298
10690060260001,0,Waverly Jr/Sr  High School       ,Waverly CUSD 6                   ,Waverly          ,Morgan     ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,97.1,0.6,0,1.8,0,0,0.6,171,96.4,1.1,0.3,1.6,0,0,0.5,364
10690060262002,2,Waverly Elementary School        ,Waverly CUSD 6                   ,Waverly          ,Morgan     ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5 6               ,96.3,1,0.5,1.6,0,0,0.5,191,96.4,1.1,0.3,1.6,0,0,0.5,364
10690110260001,0,Meredosia-Chambersburg High Sch  ,Meredosia-Chambersburg CUSD 11   ,Meredosia        ,Morgan     ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,100,0,0,0,0,0,0,51,95.1,0,0,0,0,0,4.9,206
10690110261001,1,Meredosia-Chambersburg Jr High   ,Meredosia-Chambersburg CUSD 11   ,Meredosia        ,Morgan     ,2,7,UNIT       ,SMALL ,MIDDLE SCHL,6 7 8                          ,98,0,0,0,0,0,2,50,95.1,0,0,0,0,0,4.9,206
10690110262003,2,Meredosia-Chambersburg Elem Sch  ,Meredosia-Chambersburg CUSD 11   ,Meredosia        ,Morgan     ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5                 ,91.3,0,0,0,0,0,8.7,104,95.1,0,0,0,0,0,4.9,206
10690270260001,0,Triopia Jr-Sr High School        ,Triopia CUSD 27                  ,Concord          ,Morgan     ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,93.8,0,1.4,0,0,0,4.8,146,95.2,0,1.4,0,0,0,3.4,357
10690270262002,2,Triopia Grade School             ,Triopia CUSD 27                  ,Concord          ,Morgan     ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5 6               ,96.2,0,1.4,0,0,0,2.4,208,95.2,0,1.4,0,0,0,3.4,357
10691170220014,0,Jacksonville High School         ,Jacksonville SD 117              ,Jacksonville     ,Morgan     ,2,9,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,82,6.1,2.9,1,0.1,0.2,7.7,"1,007",77.2,9.2,3.3,1,0.1,0.2,8.9,"3,456"
10691170221013,1,Jonathan Turner Jr High School   ,Jacksonville SD 117              ,Jacksonville     ,Morgan     ,2,9,UNIT       ,LARGE ,MIDDLE SCHL,7 8                            ,77.5,6.6,2.3,1.7,0.2,0,11.7,515,77.2,9.2,3.3,1,0.1,0.2,8.9,"3,456"
10691170222001,2,Eisenhower Elem School           ,Jacksonville SD 117              ,Jacksonville     ,Morgan     ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,79.9,9.5,3.3,2.4,0.3,0.3,4.3,369,77.2,9.2,3.3,1,0.1,0.2,8.9,"3,456"
10691170222005,2,Washington Elem School           ,Jacksonville SD 117              ,Jacksonville     ,Morgan     ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,63.1,13.4,5.2,0.7,0,0,17.6,290,77.2,9.2,3.3,1,0.1,0.2,8.9,"3,456"
10691170222006,2,Lincoln Elem School              ,Jacksonville SD 117              ,Jacksonville     ,Morgan     ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,50,28.1,7.2,0.7,0.3,0.3,13.4,292,77.2,9.2,3.3,1,0.1,0.2,8.9,"3,456"
10691170222007,2,South Jacksonville Elem School   ,Jacksonville SD 117              ,South Jacksonvill,Morgan     ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,85.1,4.1,3.2,0.3,0,0,7.3,342,77.2,9.2,3.3,1,0.1,0.2,8.9,"3,456"
10691170222008,2,North Jacksonville School        ,Jacksonville SD 117              ,Jacksonville     ,Morgan     ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,85.3,5.3,3.1,0,0,0.9,5.3,225,77.2,9.2,3.3,1,0.1,0.2,8.9,"3,456"
10691170222009,2,Murrayville-Woodson Elem School  ,Jacksonville SD 117              ,Murrayville      ,Morgan     ,2,9,UNIT       ,LARGE ,ELEMENTARY ,K 1 2 3 4 5 6                  ,92.8,1.8,1.2,0,0,0,4.2,166,77.2,9.2,3.3,1,0.1,0.2,8.9,"3,456"
10750030260002,0,Pleasant Hill High School        ,Pleasant Hill CUSD 3             ,Pleasant Hill    ,Pike       ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.7,1.3,0,0,0,0,0,79,98,1.3,0,0,0,0,0.7,304
10750030262001,2,Pleasant Hill Elem School        ,Pleasant Hill CUSD 3             ,Pleasant Hill    ,Pike       ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,97.8,1.3,0,0,0,0,0.9,223,98,1.3,0,0,0,0,0.7,304
10750040260002,0,Griggsville-Perry High School    ,Griggsville-Perry CUSD 4         ,Griggsville      ,Pike       ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.4,0,0,0,0,0,2.6,115,95.9,0,0.8,0,0,0,3.3,394
10750040261002,1,Griggsville-Perry Middle School  ,Griggsville-Perry CUSD 4         ,Perry            ,Pike       ,2,7,UNIT       ,SMALL ,MIDDLE SCHL,5 6 7 8                        ,89.9,0,2,0,0,0,8.1,99,95.9,0,0.8,0,0,0,3.3,394
10750040262001,2,Griggsville-Perry Primary School ,Griggsville-Perry CUSD 4         ,Griggsville      ,Pike       ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4                   ,98.9,0,0.6,0,0,0,0.6,176,95.9,0,0.8,0,0,0,3.3,394
10750100260009,0,Pittsfield High School           ,Pikeland CUSD 10                 ,Pittsfield       ,Pike       ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.4,0.6,0.3,0.3,0,0.3,0,316,98,0.2,0.9,0.2,0,0.2,0.3,"1,278"
10750100262007,2,Pittsfield South Elem School     ,Pikeland CUSD 10                 ,Pittsfield       ,Pike       ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2                       ,99.2,0.3,0,0.5,0,0,0,372,98,0.2,0.9,0.2,0,0.2,0.3,"1,278"
10750100262010,2,Pikeland Community School        ,Pikeland CUSD 10                 ,Pittsfield       ,Pike       ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,3 4 5 6 7 8                    ,97.1,0,1.9,0,0,0.3,0.7,583,98,0.2,0.9,0.2,0,0.2,0.3,"1,278"
10750120260001,0,Western High School              ,Western CUSD 12                  ,Barry            ,Pike       ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.8,0,1.4,0,0,0,2.8,142,95.2,0.2,2.7,0,0,0,1.9,566
10750120261001,1,Western Jr High School           ,Western CUSD 12                  ,Kinderhook       ,Pike       ,2,8,UNIT       ,MEDIUM,MIDDLE SCHL,PK 6 7 8                       ,95.5,0.6,2.8,0,0,0,1.1,179,95.2,0.2,2.7,0,0,0,1.9,566
10750120262001,2,Western Barry Elem               ,Western CUSD 12                  ,Barry            ,Pike       ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,K 1 2 3 4 5                    ,94.6,0,3.3,0,0,0,2.1,242,95.2,0.2,2.7,0,0,0,1.9,566
10860010260001,0,Winchester High School           ,Winchester CUSD 1                ,Winchester       ,Scott      ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.4,0,0,0,0,0,1.6,185,98.9,0,0.2,0,0,0.2,0.8,635
10860010262002,2,Winchester Elem School           ,Winchester CUSD 1                ,Winchester       ,Scott      ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,99.1,0,0.2,0,0,0.2,0.4,447,98.9,0,0.2,0,0,0.2,0.8,635
10860020260001,0,Bluffs High School               ,Scott-Morgan CUSD 2              ,Bluffs           ,Scott      ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,100,0,0,0,0,0,0,58,96.8,0,1.8,0.5,0,0,0.9,221
10860020261001,1,Bluffs Junior High School        ,Scott-Morgan CUSD 2              ,Bluffs           ,Scott      ,2,7,UNIT       ,SMALL ,MIDDLE SCHL,7 8                            ,96.8,0,3.2,0,0,0,0,31,96.8,0,1.8,0.5,0,0,0.9,221
10860020262001,2,Bluffs Elementary School         ,Scott-Morgan CUSD 2              ,Bluffs           ,Scott      ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5 6               ,95.4,0,2.3,0.8,0,0,1.5,131,96.8,0,1.8,0.5,0,0,0.9,221
30030010260001,0,Mulberry Grove Sr High School    ,Mulberry Grove CUSD 1            ,Mulberry Grove   ,Bond       ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,90.4,5.8,1.9,0,0,0,1.9,104,89.8,3.6,2,0.3,0.3,0,4.1,391
30030010261001,1,Mulberry Grove Jr High School    ,Mulberry Grove CUSD 1            ,Mulberry Grove   ,Bond       ,2,7,UNIT       ,SMALL ,MIDDLE SCHL,6 7 8                          ,91.8,3.1,2.1,0,1,0,2.1,97,89.8,3.6,2,0.3,0.3,0,4.1,391
30030010262001,2,Mulberry Grove Elem School       ,Mulberry Grove CUSD 1            ,Mulberry Grove   ,Bond       ,2,7,UNIT       ,SMALL ,ELEMENTARY ,K 1 2 3 4 5                    ,88.4,2.6,2.1,0.5,0,0,6.3,190,89.8,3.6,2,0.3,0.3,0,4.1,391
30030020260001,0,Bond Cty Comm Unit 2 High School ,Bond County CUSD 2               ,Greenville       ,Bond       ,2,9,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,89,3.7,2.4,0.6,0.4,0.7,3.2,537,88.9,2.7,2.6,0.7,0.1,0.4,4.7,"1,840"
30030020261002,1,Greenville Jr High School        ,Bond County CUSD 2               ,Greenville       ,Bond       ,2,9,UNIT       ,LARGE ,MIDDLE SCHL,6 7 8                          ,89.3,1.3,2.3,2.3,0,0.3,4.4,298,88.9,2.7,2.6,0.7,0.1,0.4,4.7,"1,840"
30030020262003,2,Greenville Elem School           ,Bond County CUSD 2               ,Greenville       ,Bond       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5                 ,84.5,3.9,3.4,0.3,0,0.3,7.5,611,88.9,2.7,2.6,0.7,0.1,0.4,4.7,"1,840"
30030020262004,2,Pocahontas Center                ,Bond County CUSD 2               ,Pocahontas       ,Bond       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,95.6,0.9,0,0,0,0,3.5,226,88.9,2.7,2.6,0.7,0.1,0.4,4.7,"1,840"
30030020262005,2,Sorento Elem School              ,Bond County CUSD 2               ,Sorento          ,Bond       ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,94.6,0,3.6,0,0,0,1.8,168,88.9,2.7,2.6,0.7,0.1,0.4,4.7,"1,840"
30110010260002,0,Morrisonville High School        ,Morrisonville CUSD 1             ,Morrisonville    ,Christian  ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,100,0,0,0,0,0,0,91,97.1,0,2.1,0,0,0,0.9,340
30110010261001,1,Morrisonville Jr High School     ,Morrisonville CUSD 1             ,Morrisonville    ,Christian  ,2,7,UNIT       ,SMALL ,MIDDLE SCHL,7 8                            ,95.3,0,2.3,0,0,0,2.3,43,97.1,0,2.1,0,0,0,0.9,340
30110010262001,2,Morrisonville Elem School        ,Morrisonville CUSD 1             ,Morrisonville    ,Christian  ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5 6               ,96.1,0,2.9,0,0,0,1,206,97.1,0,2.1,0,0,0,0.9,340
30110030260006,0,Taylorville Sr High School       ,Taylorville CUSD 3               ,Taylorville      ,Christian  ,2,9,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,95,0.5,1.4,0.8,0,0,2.3,778,93,1,1.8,0.9,0,0.1,3.3,"2,559"
30110030261005,1,Taylorville Jr High School       ,Taylorville CUSD 3               ,Taylorville      ,Christian  ,2,9,UNIT       ,LARGE ,MIDDLE SCHL,5 6 7 8                        ,93.4,0.9,1.7,0.9,0,0.1,3,770,93,1,1.8,0.9,0,0.1,3.3,"2,559"
30110030262001,2,Memorial Elem School             ,Taylorville CUSD 3               ,Taylorville      ,Christian  ,2,9,UNIT       ,LARGE ,ELEMENTARY ,3 4                            ,91.6,1.3,3.4,0.6,0,0.3,2.8,320,93,1,1.8,0.9,0,0.1,3.3,"2,559"
30110030262003,2,North Elem School                ,Taylorville CUSD 3               ,Taylorville      ,Christian  ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2                       ,89.9,1.4,1.8,1.2,0,0,5.7,562,93,1,1.8,0.9,0,0.1,3.3,"2,559"
30110030262005,2,Stonington Elem School           ,Taylorville CUSD 3               ,Stonington       ,Christian  ,2,9,UNIT       ,LARGE ,ELEMENTARY ,PK K 1 2 3                     ,96,1,1,0,0,0,2,99,93,1,1.8,0.9,0,0.1,3.3,"2,559"
30110040260002,0,Edinburg High School             ,Edinburg CUSD 4                  ,Edinburg         ,Christian  ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.6,0,0,0,0,0,2.4,82,95.8,0.3,1,0,0,0,2.8,286
30110040261001,1,Edinburg Jr High School          ,Edinburg CUSD 4                  ,Edinburg         ,Christian  ,2,7,UNIT       ,SMALL ,MIDDLE SCHL,7 8                            ,97.9,0,2.1,0,0,0,0,47,95.8,0.3,1,0,0,0,2.8,286
30110040262001,2,Edinburg Elem School             ,Edinburg CUSD 4                  ,Edinburg         ,Christian  ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5 6               ,94.3,0.6,1.3,0,0,0,3.8,157,95.8,0.3,1,0,0,0,2.8,286
30110080260006,0,Pana Sr High School              ,Pana CUSD 8                      ,Pana             ,Christian  ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.5,0,0.5,0.5,0,0.2,1.2,407,96.6,0.5,0.9,0.4,0,0.2,1.4,"1,312"
30110080261005,1,Pana Jr High School              ,Pana CUSD 8                      ,Pana             ,Christian  ,2,8,UNIT       ,MEDIUM,MIDDLE SCHL,6 7 8                          ,95.2,0,1.4,0.7,0,0.7,2,294,96.6,0.5,0.9,0.4,0,0.2,1.4,"1,312"
30110080262001,2,Lincoln Elem School              ,Pana CUSD 8                      ,Pana             ,Christian  ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,3 4 5                          ,96.5,1.1,1.1,0.4,0,0,1.1,285,96.6,0.5,0.9,0.4,0,0.2,1.4,"1,312"
30110080262003,2,Washington Elem School           ,Pana CUSD 8                      ,Pana             ,Christian  ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2                       ,96.5,1.3,0.9,0,0,0,1.3,318,96.6,0.5,0.9,0.4,0,0.2,1.4,"1,312"
30110140240001,0,South Fork Jr Sr High School     ,South Fork SD 14                 ,Kincaid          ,Christian  ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,93.3,0.6,2.5,0.6,0,0,3.1,163,93.6,0.3,2.1,0.3,0,0,3.7,327
30110140242001,2,South Fork Elementary School     ,South Fork SD 14                 ,Kincaid          ,Christian  ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5                 ,93.9,0,1.8,0,0,0,4.3,164,93.6,0.3,2.1,0.3,0,0,3.7,327
30250100260001,0,Altamont High School             ,Altamont CUSD 10                 ,Altamont         ,Effingham  ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.7,0.8,0.4,0.4,0,0.4,0.4,258,95.8,0.6,1,0.1,0,0.3,2.3,711
30250100262002,2,Altamont Grade School            ,Altamont CUSD 10                 ,Altamont         ,Effingham  ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6 7 8           ,94.6,0.5,1.4,0,0,0.2,3.4,443,95.8,0.6,1,0.1,0,0.3,2.3,711
30250200260001,0,Beecher City Jr-Sr High School   ,Beecher City CUSD 20             ,Beecher City     ,Effingham  ,2,7,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,95.6,0,3.8,0,0.6,0,0,159,95.9,0.7,2.4,0.7,0.3,0,0,294
30250200262003,2,Beecher City Grade School        ,Beecher City CUSD 20             ,Beecher City     ,Effingham  ,2,7,UNIT       ,SMALL ,ELEMENTARY ,PK K 1 2 3 4 5                 ,96.3,1.5,0.7,1.5,0,0,0,134,95.9,0.7,2.4,0.7,0.3,0,0,294
30250300260001,0,Dieterich Jr/Sr High School      ,Dieterich CUSD 30                ,Dieterich        ,Effingham  ,2,8,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,98.8,0,0,1.2,0,0,0,173,96.7,0.2,2.2,0.4,0,0,0.4,490
30250300262002,2,Dieterich Elem School            ,Dieterich CUSD 30                ,Dieterich        ,Effingham  ,2,8,UNIT       ,MEDIUM,ELEMENTARY ,PK K 1 2 3 4 5 6               ,95.6,0.3,3.5,0,0,0,0.6,315,96.7,0.2,2.2,0.4,0,0,0.4,490
